post_id,date,word,lemma,pos,xpos,lemma_p
22,2020-03-24,.,.,PUNCT,.,._PUNCT
22,2020-03-24,The,the,DET,DT,the_DET
22,2020-03-24,longer,long,ADJ,JJR,long_ADJ
22,2020-03-24,it,it,PRON,PRP,it_PRON
22,2020-03-24,takes,take,VERB,VBZ,take_VERB
22,2020-03-24,",",",",PUNCT,",",",_PUNCT"
22,2020-03-24,the,the,DET,DT,the_DET
22,2020-03-24,harder,hard,ADJ,JJR,hard_ADJ
22,2020-03-24,it,it,PRON,PRP,it_PRON
22,2020-03-24,will,will,AUX,MD,will_AUX
22,2020-03-24,be,be,AUX,VB,be_AUX
22,2020-03-24,to,to,PART,TO,to_PART
22,2020-03-24,start,start,VERB,VB,start_VERB
22,2020-03-24,up,up,ADP,RP,up_ADP
22,2020-03-24,our,our,PRON,PRP$,our_PRON
22,2020-03-24,economy,economy,NOUN,NN,economy_NOUN
22,2020-03-24,.,.,PUNCT,.,._PUNCT
22,2020-03-24,Our,our,PRON,PRP$,our_PRON
22,2020-03-24,workers,worker,NOUN,NNS,worker_NOUN
22,2020-03-24,will,will,AUX,MD,will_AUX
22,2020-03-24,be,be,AUX,VB,be_AUX
22,2020-03-24,hurt,hurt,VERB,VBN,hurt_VERB
22,2020-03-24,!,!,PUNCT,.,!_PUNCT
23,2011-09-07,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement,PROPN,ADD,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement_PROPN
24,2019-12-25,RT,RT,PROPN,NNP,RT_PROPN
24,2019-12-25,@FLOTUS,@flotus,PROPN,NNP,@flotus_PROPN
24,2019-12-25,:,:,PUNCT,:,:_PUNCT
24,2019-12-25,Wishing,wish,VERB,VBG,wish_VERB
24,2019-12-25,you,you,PRON,PRP,you_PRON
24,2019-12-25,all,all,DET,PDT,all_DET
24,2019-12-25,a,a,DET,DT,a_DET
24,2019-12-25,very,very,ADV,RB,very_ADV
24,2019-12-25,#,#,SYM,NN,#_SYM
24,2019-12-25,MerryChristmas,MerryChristmas,PROPN,NNP,MerryChristmas_PROPN
24,2019-12-25,!,!,PUNCT,.,!_PUNCT
24,2019-12-25,May,may,AUX,MD,may_AUX
24,2019-12-25,your,your,PRON,PRP$,your_PRON
24,2019-12-25,day,day,NOUN,NN,day_NOUN
24,2019-12-25,be,be,AUX,VB,be_AUX
24,2019-12-25,filled,fill,VERB,VBN,fill_VERB
24,2019-12-25,with,with,ADP,IN,with_ADP
24,2019-12-25,peace,peace,NOUN,NN,peace_NOUN
24,2019-12-25,",",",",PUNCT,",",",_PUNCT"
24,2019-12-25,love,love,NOUN,NN,love_NOUN
24,2019-12-25,and,and,CCONJ,CC,and_CCONJ
24,2019-12-25,happiness,happiness,NOUN,NN,happiness_NOUN
24,2019-12-25,!,!,PUNCT,.,!_PUNCT
24,2019-12-25,https://t.co/yE6Vejihfo,https://t.co/yE6Vejihfo,PROPN,ADD,https://t.co/yE6Vejihfo_PROPN
25,2025-03-12,The,the,DET,DT,the_DET
25,2025-03-12,United,United,ADJ,NNP,United_ADJ
25,2025-03-12,States,State,PROPN,NNPS,State_PROPN
25,2025-03-12,of,of,ADP,IN,of_ADP
25,2025-03-12,America,America,PROPN,NNP,America_PROPN
25,2025-03-12,is,be,AUX,VBZ,be_AUX
25,2025-03-12,going,go,VERB,VBG,go_VERB
25,2025-03-12,to,to,PART,TO,to_PART
25,2025-03-12,take,take,VERB,VB,take_VERB
25,2025-03-12,back,back,ADP,RP,back_ADP
25,2025-03-12,a,a,DET,DT,a_DET
25,2025-03-12,lot,lot,NOUN,NN,lot_NOUN
25,2025-03-12,of,of,ADP,IN,of_ADP
25,2025-03-12,what,what,PRON,WP,what_PRON
25,2025-03-12,was,be,AUX,VBD,be_AUX
25,2025-03-12,stolen,steal,VERB,VBN,steal_VERB
25,2025-03-12,from,from,ADP,IN,from_ADP
25,2025-03-12,it,it,PRON,PRP,it_PRON
25,2025-03-12,by,by,ADP,IN,by_ADP
25,2025-03-12,other,other,ADJ,JJ,other_ADJ
25,2025-03-12,countries,country,NOUN,NNS,country_NOUN
25,2025-03-12,and,and,CCONJ,CC,and_CCONJ
25,2025-03-12,",",",",PUNCT,",",",_PUNCT"
25,2025-03-12,frankly,frankly,ADV,RB,frankly_ADV
25,2025-03-12,",",",",PUNCT,",",",_PUNCT"
25,2025-03-12,by,by,ADP,IN,by_ADP
25,2025-03-12,incompetent,incompetent,ADJ,JJ,incompetent_ADJ
25,2025-03-12,U.S.,U.S.,PROPN,NNP,U.S._PROPN
25,2025-03-12,leadership,leadership,NOUN,NN,leadership_NOUN
25,2025-03-12,.,.,PUNCT,.,._PUNCT
25,2025-03-12,We,we,PRON,PRP,we_PRON
25,2025-03-12,'re,be,AUX,VBP,be_AUX
25,2025-03-12,going,go,VERB,VBG,go_VERB
25,2025-03-12,to,to,PART,TO,to_PART
25,2025-03-12,take,take,VERB,VB,take_VERB
25,2025-03-12,back,back,ADP,RP,back_ADP
25,2025-03-12,our,our,PRON,PRP$,our_PRON
25,2025-03-12,wealth,wealth,NOUN,NN,wealth_NOUN
25,2025-03-12,and,and,CCONJ,CC,and_CCONJ
25,2025-03-12,we,we,PRON,PRP,we_PRON
25,2025-03-12,'re,be,AUX,VBP,be_AUX
25,2025-03-12,take,take,VERB,VB,take_VERB
25,2025-03-12,back,back,ADP,RP,back_ADP
25,2025-03-12,a,a,DET,DT,a_DET
25,2025-03-12,lot,lot,NOUN,NN,lot_NOUN
25,2025-03-12,of,of,ADP,IN,of_ADP
25,2025-03-12,the,the,DET,DT,the_DET
25,2025-03-12,companies,company,NOUN,NNS,company_NOUN
25,2025-03-12,that,that,PRON,WDT,that_PRON
25,2025-03-12,left,leave,VERB,VBD,leave_VERB
25,2025-03-12,…,…,PUNCT,:,…_PUNCT
27,2011-09-06,RT,RT,PROPN,NNP,RT_PROPN
27,2011-09-06,@mrddmiaIf,@mrddmiaIf,PROPN,NNP,@mrddmiaIf_PROPN
27,2011-09-06,Trump,Trump,PROPN,NNP,Trump_PROPN
27,2011-09-06,did,do,AUX,VBD,do_AUX
27,2011-09-06,n't,not,PART,RB,not_PART
27,2011-09-06,incite,incite,VERB,VB,incite_VERB
27,2011-09-06,the,the,DET,DT,the_DET
27,2011-09-06,January,January,PROPN,NNP,January_PROPN
27,2011-09-06,6th,6th,ADJ,JJ,6th_ADJ
27,2011-09-06,riot,riot,NOUN,NN,riot_NOUN
27,2011-09-06,",",",",PUNCT,",",",_PUNCT"
27,2011-09-06,what,what,PRON,WP,what_PRON
27,2011-09-06,'s,be,AUX,VBZ,be_AUX
27,2011-09-06,the,the,DET,DT,the_DET
27,2011-09-06,actual,actual,ADJ,JJ,actual_ADJ
27,2011-09-06,crime,crime,NOUN,NN,crime_NOUN
27,2011-09-06,and,and,CCONJ,CC,and_CCONJ
27,2011-09-06,conspiracy,conspiracy,NOUN,NN,conspiracy_NOUN
27,2011-09-06,?,?,PUNCT,.,?_PUNCT
27,2011-09-06,Objecting,object,VERB,VBG,object_VERB
27,2011-09-06,to,to,ADP,IN,to_ADP
27,2011-09-06,the,the,DET,DT,the_DET
27,2011-09-06,election,election,NOUN,NN,election_NOUN
27,2011-09-06,--,--,PUNCT,",",--_PUNCT
27,2011-09-06,and,and,CCONJ,CC,and_CCONJ
27,2011-09-06,submitting,submitt,VERB,VBG,submitt_VERB
27,2011-09-06,contingent,contingent,ADJ,JJ,contingent_ADJ
27,2011-09-06,electors,elector,NOUN,NNS,elector_NOUN
27,2011-09-06,?,?,PUNCT,.,?_PUNCT
27,2011-09-06,Allowed,allow,VERB,VBN,allow_VERB
27,2011-09-06,by,by,ADP,IN,by_ADP
27,2011-09-06,Electoral,Electoral,ADJ,NNP,Electoral_ADJ
27,2011-09-06,Count,Count,PROPN,NNP,Count_PROPN
27,2011-09-06,Act,Act,PROPN,NNP,Act_PROPN
27,2011-09-06,of,of,ADP,IN,of_ADP
27,2011-09-06,1887,1887,NUM,CD,1887_NUM
27,2011-09-06,.,.,PUNCT,.,._PUNCT
27,2011-09-06,Twisting,twist,VERB,VBG,twist_VERB
27,2011-09-06,political,political,ADJ,JJ,political_ADJ
27,2011-09-06,arms,arm,NOUN,NNS,arm_NOUN
27,2011-09-06,?,?,PUNCT,.,?_PUNCT
27,2011-09-06,Allowed,allow,VERB,VBN,allow_VERB
27,2011-09-06,by,by,ADP,IN,by_ADP
27,2011-09-06,First,first,ADJ,NNP,first_ADJ
27,2011-09-06,Amendment,Amendment,PROPN,NNP,Amendment_PROPN
27,2011-09-06,.,.,PUNCT,.,._PUNCT
27,2011-09-06,Trump,Trump,PROPN,NNP,Trump_PROPN
27,2011-09-06,'s,'s,PART,POS,'s_PART
27,2011-09-06,"""","""",PUNCT,``,"""_PUNCT"
27,2011-09-06,crime,crime,NOUN,NN,crime_NOUN
27,2011-09-06,"""","""",PUNCT,'',"""_PUNCT"
27,2011-09-06,?,?,PUNCT,.,?_PUNCT
27,2011-09-06,Winning,win,VERB,VBG,win_VERB
27,2011-09-06,in,in,ADP,IN,in_ADP
27,2011-09-06,2016,2016,NUM,CD,2016_NUM
27,2011-09-06,.,.,PUNCT,.,._PUNCT
28,2018-11-02,JOBS,jobs,NOUN,NN,jobs_NOUN
28,2018-11-02,",",",",PUNCT,",",",_PUNCT"
28,2018-11-02,JOBS,jobs,NOUN,NN,jobs_NOUN
28,2018-11-02,",",",",PUNCT,",",",_PUNCT"
28,2018-11-02,JOBS,jobs,NOUN,NN,jobs_NOUN
28,2018-11-02,!,!,PUNCT,.,!_PUNCT
28,2018-11-02,#MAGA,#MAGA,PROPN,ADD,#MAGA_PROPN
28,2018-11-02,https://t.co/ZqPjsPUX0t,https://t.co/ZqPjsPUX0t,PROPN,ADD,https://t.co/ZqPjsPUX0t_PROPN
29,2017-09-27,Facebook,Facebook,PROPN,NNP,Facebook_PROPN
29,2017-09-27,was,be,AUX,VBD,be_AUX
29,2017-09-27,always,always,ADV,RB,always_ADV
29,2017-09-27,anti-Trump,anti-Trump,PROPN,NNP,anti-Trump_PROPN
29,2017-09-27,.,.,PUNCT,.,._PUNCT
29,2017-09-27,The,the,DET,DT,the_DET
29,2017-09-27,Networks,network,NOUN,NNS,network_NOUN
29,2017-09-27,were,be,AUX,VBD,be_AUX
29,2017-09-27,always,always,ADV,RB,always_ADV
29,2017-09-27,anti-,anti-,ADP,IN,anti-_ADP
29,2017-09-27,Trump,Trump,PROPN,NNP,Trump_PROPN
29,2017-09-27,hence,hence,ADV,RB,hence_ADV
29,2017-09-27,",",",",PUNCT,",",",_PUNCT"
29,2017-09-27,Fake,Fake,ADJ,JJ,Fake_ADJ
29,2017-09-27,News,News,PROPN,NNP,News_PROPN
29,2017-09-27,",",",",PUNCT,",",",_PUNCT"
29,2017-09-27,@nytimes,@nytime,NOUN,NNS,@nytime_NOUN
29,2017-09-27,(,(,PUNCT,-LRB-,(_PUNCT
29,2017-09-27,apologized,apologize,VERB,VBN,apologize_VERB
29,2017-09-27,),),PUNCT,-RRB-,)_PUNCT
29,2017-09-27,&amp,&amp,NOUN,NN,&amp_NOUN
29,2017-09-27,",",",",PUNCT,",",",_PUNCT"
29,2017-09-27,@WaPo,@WaPo,PROPN,NNP,@WaPo_PROPN
29,2017-09-27,were,be,AUX,VBD,be_AUX
29,2017-09-27,anti-Trump,anti-Trump,PROPN,NNP,anti-Trump_PROPN
29,2017-09-27,.,.,PUNCT,.,._PUNCT
29,2017-09-27,Collusion,collusion,NOUN,NN,collusion_NOUN
29,2017-09-27,?,?,PUNCT,.,?_PUNCT
30,2014-09-01,"""","""",PUNCT,``,"""_PUNCT"
30,2014-09-01,"""","""",PUNCT,``,"""_PUNCT"
30,2014-09-01,@NPHerron,@NPHerron,PROPN,NNP,@NPHerron_PROPN
30,2014-09-01,:,:,PUNCT,:,:_PUNCT
30,2014-09-01,@realDonaldTrump,@realDonaldTrump,PROPN,NNP,@realDonaldTrump_PROPN
30,2014-09-01,For,for,ADP,IN,for_ADP
30,2014-09-01,president,president,PROPN,NNP,president_PROPN
30,2014-09-01,#,#,SYM,NN,#_SYM
30,2014-09-01,2016election,2016election,PROPN,NNP,2016election_PROPN
30,2014-09-01,"""","""",PUNCT,'',"""_PUNCT"
30,2014-09-01,"""","""",PUNCT,'',"""_PUNCT"
31,2013-07-17,The,the,DET,DT,the_DET
31,2013-07-17,Zimmerman,Zimmerman,PROPN,NNP,Zimmerman_PROPN
31,2013-07-17,trial,trial,NOUN,NN,trial_NOUN
31,2013-07-17,is,be,AUX,VBZ,be_AUX
31,2013-07-17,over,over,ADV,RB,over_ADV
31,2013-07-17,.,.,PUNCT,.,._PUNCT
31,2013-07-17,It,it,PRON,PRP,it_PRON
31,2013-07-17,is,be,AUX,VBZ,be_AUX
31,2013-07-17,time,time,NOUN,NN,time_NOUN
31,2013-07-17,to,to,PART,TO,to_PART
31,2013-07-17,move,move,VERB,VB,move_VERB
31,2013-07-17,on,on,ADP,RP,on_ADP
31,2013-07-17,.,.,PUNCT,.,._PUNCT
31,2013-07-17,While,while,SCONJ,IN,while_SCONJ
31,2013-07-17,Zimmerman,Zimmerman,PROPN,NNP,Zimmerman_PROPN
31,2013-07-17,is,be,AUX,VBZ,be_AUX
31,2013-07-17,no,no,DET,DT,no_DET
31,2013-07-17,angel,angel,NOUN,NN,angel_NOUN
31,2013-07-17,",",",",PUNCT,",",",_PUNCT"
31,2013-07-17,he,he,PRON,PRP,he_PRON
31,2013-07-17,was,be,AUX,VBD,be_AUX
31,2013-07-17,acquitted,acquitt,VERB,VBN,acquitt_VERB
31,2013-07-17,and,and,CCONJ,CC,and_CCONJ
31,2013-07-17,should,should,AUX,MD,should_AUX
31,2013-07-17,be,be,AUX,VB,be_AUX
31,2013-07-17,able,able,ADJ,JJ,able_ADJ
31,2013-07-17,to,to,PART,TO,to_PART
31,2013-07-17,move,move,VERB,VB,move_VERB
31,2013-07-17,on,on,ADP,RP,on_ADP
31,2013-07-17,.,.,PUNCT,.,._PUNCT
32,2020-11-07,RT,RT,PROPN,NNP,RT_PROPN
32,2020-11-07,@dbongino,@dbongino,PROPN,NNP,@dbongino_PROPN
32,2020-11-07,:,:,PUNCT,:,:_PUNCT
32,2020-11-07,The,the,DET,DT,the_DET
32,2020-11-07,Polls,Polls,PROPN,NNPS,Polls_PROPN
32,2020-11-07,Were,be,AUX,VBD,be_AUX
32,2020-11-07,More,more,ADV,RBR,more_ADV
32,2020-11-07,Wrong,wrong,ADJ,JJ,wrong_ADJ
32,2020-11-07,in,in,ADP,IN,in_ADP
32,2020-11-07,2020,2020,NUM,CD,2020_NUM
32,2020-11-07,Than,then,ADV,RB,then_ADV
32,2020-11-07,in,in,ADP,IN,in_ADP
32,2020-11-07,2016,2016,NUM,CD,2016_NUM
32,2020-11-07,👇👇,👇👇,PUNCT,",",👇👇_PUNCT
32,2020-11-07,https://t.co/LpepzKdlp1,https://t.co/LpepzKdlp1,PROPN,ADD,https://t.co/LpepzKdlp1_PROPN
33,2011-09-11,RT,RT,PROPN,NNP,RT_PROPN
33,2011-09-11,@IStandWithTrump47November,@IStandWithTrump47November,PROPN,NNP,@IStandWithTrump47November_PROPN
33,2011-09-11,5th,5th,NOUN,NN,5th_NOUN
33,2011-09-11,ca,can,AUX,MD,can_AUX
33,2011-09-11,n’t,not,PART,RB,not_PART
33,2011-09-11,come,come,VERB,VB,come_VERB
33,2011-09-11,fast,fast,ADV,RB,fast_ADV
33,2011-09-11,enough,enough,ADV,RB,enough_ADV
33,2011-09-11,!,!,PUNCT,.,!_PUNCT
33,2011-09-11,🙏🇺🇸❤️,🙏🇺🇸❤️,PUNCT,NFP,🙏🇺🇸❤️_PUNCT
33,2011-09-11,#,#,SYM,NN,#_SYM
33,2011-09-11,Trump2024,Trump2024,PROPN,ADD,Trump2024_PROPN
33,2011-09-11,#,#,SYM,NN,#_SYM
33,2011-09-11,Maga4TheFelon,Maga4TheFelon,PROPN,NNP,Maga4TheFelon_PROPN
33,2011-09-11,#,#,SYM,NN,#_SYM
33,2011-09-11,TooBigToRig,TooBigToRig,PROPN,NNP,TooBigToRig_PROPN
34,2015-05-15,"""","""",PUNCT,``,"""_PUNCT"
34,2015-05-15,"""","""",PUNCT,``,"""_PUNCT"
34,2015-05-15,@JDrago28,@JDrago28,PROPN,NNP,@JDrago28_PROPN
34,2015-05-15,:,:,PUNCT,:,:_PUNCT
34,2015-05-15,It,it,PRON,PRP,it_PRON
34,2015-05-15,was,be,AUX,VBD,be_AUX
34,2015-05-15,such,such,DET,PDT,such_DET
34,2015-05-15,an,a,DET,DT,a_DET
34,2015-05-15,honor,honor,NOUN,NN,honor_NOUN
34,2015-05-15,to,to,PART,TO,to_PART
34,2015-05-15,meet,meet,VERB,VB,meet_VERB
34,2015-05-15,@realDonaldTrump,@realDonaldTrump,PROPN,NNP,@realDonaldTrump_PROPN
34,2015-05-15,today,today,NOUN,NN,today_NOUN
34,2015-05-15,in,in,ADP,IN,in_ADP
34,2015-05-15,New,New,ADJ,NNP,New_ADJ
34,2015-05-15,Hampshire,Hampshire,PROPN,NNP,Hampshire_PROPN
34,2015-05-15,!,!,PUNCT,.,!_PUNCT
34,2015-05-15,What,what,DET,WDT,what_DET
34,2015-05-15,a,a,DET,DT,a_DET
34,2015-05-15,great,great,ADJ,JJ,great_ADJ
34,2015-05-15,man,man,NOUN,NN,man_NOUN
34,2015-05-15,!,!,PUNCT,.,!_PUNCT
34,2015-05-15,#,#,SYM,NN,#_SYM
34,2015-05-15,NH,NH,PROPN,NNP,NH_PROPN
34,2015-05-15,#business,#business,PROPN,NNP,#business_PROPN
34,2015-05-15,http://t.co/VWxnWsTmBH,http://t.co/VWxnWsTmBH,PROPN,NNP,http://t.co/VWxnWsTmBH_PROPN
34,2015-05-15,"""","""",PUNCT,'',"""_PUNCT"
34,2015-05-15,"""","""",PUNCT,'',"""_PUNCT"
35,2019-07-24,Why,why,ADV,WRB,why_ADV
35,2019-07-24,did,do,AUX,VBD,do_AUX
35,2019-07-24,n’t,not,PART,RB,not_PART
35,2019-07-24,Robert,Robert,PROPN,NNP,Robert_PROPN
35,2019-07-24,Mueller,Mueller,PROPN,NNP,Mueller_PROPN
35,2019-07-24,&amp,&amp,NOUN,NN,&amp_NOUN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,his,his,PRON,PRP$,his_PRON
35,2019-07-24,band,band,NOUN,NN,band_NOUN
35,2019-07-24,of,of,ADP,IN,of_ADP
35,2019-07-24,18,18,NUM,CD,18_NUM
35,2019-07-24,Angry,Angry,ADJ,JJ,Angry_ADJ
35,2019-07-24,Democrats,Democrat,PROPN,NNPS,Democrat_PROPN
35,2019-07-24,spend,spend,VERB,VB,spend_VERB
35,2019-07-24,any,any,DET,DT,any_DET
35,2019-07-24,time,time,NOUN,NN,time_NOUN
35,2019-07-24,investigating,investigate,VERB,VBG,investigate_VERB
35,2019-07-24,Crooked,Crooked,ADJ,JJ,Crooked_ADJ
35,2019-07-24,Hillary,Hillary,PROPN,NNP,Hillary_PROPN
35,2019-07-24,Clinton,Clinton,PROPN,NNP,Clinton_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Lyin,Lyin,PROPN,NNP,Lyin_PROPN
35,2019-07-24,’,'s,PART,POS,'s_PART
35,2019-07-24,&amp,&amp,PROPN,NNP,&amp_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Leakin’,Leakin’,PROPN,NNP,Leakin’_PROPN
35,2019-07-24,James,James,PROPN,NNP,James_PROPN
35,2019-07-24,Comey,Comey,PROPN,NNP,Comey_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Lisa,Lisa,PROPN,NNP,Lisa_PROPN
35,2019-07-24,Page,Page,PROPN,NNP,Page_PROPN
35,2019-07-24,and,and,CCONJ,CC,and_CCONJ
35,2019-07-24,her,her,PRON,PRP$,her_PRON
35,2019-07-24,Psycho,psycho,NOUN,NN,psycho_NOUN
35,2019-07-24,lover,lover,NOUN,NN,lover_NOUN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Peter,Peter,PROPN,NNP,Peter_PROPN
35,2019-07-24,S,S,PROPN,NNP,S_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Andy,Andy,PROPN,NNP,Andy_PROPN
35,2019-07-24,McCabe,McCabe,PROPN,NNP,McCabe_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,the,the,DET,DT,the_DET
35,2019-07-24,beautiful,beautiful,ADJ,JJ,beautiful_ADJ
35,2019-07-24,Ohr,Ohr,PROPN,NNP,Ohr_PROPN
35,2019-07-24,family,family,NOUN,NN,family_NOUN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Fusion,Fusion,PROPN,NNP,Fusion_PROPN
35,2019-07-24,GPS,GPS,PROPN,NNP,GPS_PROPN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,and,and,CCONJ,CC,and_CCONJ
35,2019-07-24,many,many,ADJ,JJ,many_ADJ
35,2019-07-24,more,more,ADJ,JJR,more_ADJ
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,including,include,VERB,VBG,include_VERB
35,2019-07-24,HIMSELF,himself,PRON,PRP,himself_PRON
35,2019-07-24,&amp,&amp,NOUN,NN,&amp_NOUN
35,2019-07-24,",",",",PUNCT,",",",_PUNCT"
35,2019-07-24,Andrew,Andrew,PROPN,NNP,Andrew_PROPN
35,2019-07-24,W,W,PROPN,NNP,W_PROPN
35,2019-07-24,?,?,PUNCT,.,?_PUNCT
36,2020-05-07,Today,today,NOUN,NN,today_NOUN
36,2020-05-07,",",",",PUNCT,",",",_PUNCT"
36,2020-05-07,@FLOTUS,@flotus,PROPN,NNP,@flotus_PROPN
36,2020-05-07,celebrates,celebrate,VERB,VBZ,celebrate_VERB
36,2020-05-07,the,the,DET,DT,the_DET
36,2020-05-07,two,two,NUM,CD,two_NUM
36,2020-05-07,year,year,NOUN,NN,year_NOUN
36,2020-05-07,anniversary,anniversary,NOUN,NN,anniversary_NOUN
36,2020-05-07,of,of,ADP,IN,of_ADP
36,2020-05-07,#,#,SYM,NN,#_SYM
36,2020-05-07,BeBest,BeBest,PROPN,NNP,BeBest_PROPN
36,2020-05-07,",",",",PUNCT,",",",_PUNCT"
36,2020-05-07,her,her,PRON,PRP$,her_PRON
36,2020-05-07,initiative,initiative,NOUN,NN,initiative_NOUN
36,2020-05-07,dedicated,dedicate,VERB,VBN,dedicate_VERB
36,2020-05-07,to,to,SCONJ,IN,to_SCONJ
36,2020-05-07,bringing,bring,VERB,VBG,bring_VERB
36,2020-05-07,awareness,awareness,NOUN,NN,awareness_NOUN
36,2020-05-07,to,to,ADP,IN,to_ADP
36,2020-05-07,issues,issue,NOUN,NNS,issue_NOUN
36,2020-05-07,that,that,PRON,WDT,that_PRON
36,2020-05-07,impact,impact,VERB,VBP,impact_VERB
36,2020-05-07,the,the,DET,DT,the_DET
36,2020-05-07,lives,life,NOUN,NNS,life_NOUN
36,2020-05-07,of,of,ADP,IN,of_ADP
36,2020-05-07,children,child,NOUN,NNS,child_NOUN
36,2020-05-07,.,.,PUNCT,.,._PUNCT
36,2020-05-07,Congratulations,congratulation,NOUN,NNS,congratulation_NOUN
36,2020-05-07,",",",",PUNCT,",",",_PUNCT"
36,2020-05-07,and,and,CCONJ,CC,and_CCONJ
36,2020-05-07,thank,thank,VERB,VBP,thank_VERB
36,2020-05-07,you,you,PRON,PRP,you_PRON
36,2020-05-07,!,!,PUNCT,.,!_PUNCT
36,2020-05-07,https://t.co/3jM5GfSvfg,https://t.co/3jM5GfSvfg,PROPN,ADD,https://t.co/3jM5GfSvfg_PROPN
36,2020-05-07,https://t.co/dvh1MnzcFK,https://t.co/dvh1MnzcFK,PROPN,ADD,https://t.co/dvh1MnzcFK_PROPN
37,2017-05-20,Thank,thank,VERB,VBP,thank_VERB
37,2017-05-20,you,you,PRON,PRP,you_PRON
37,2017-05-20,to,to,ADP,IN,to_ADP
37,2017-05-20,the,the,DET,DT,the_DET
37,2017-05-20,BRAVE,brave,ADJ,JJ,brave_ADJ
37,2017-05-20,servicemen,servicemen,NOUN,NNS,servicemen_NOUN
37,2017-05-20,&amp,&amp,NOUN,NN,&amp_NOUN
37,2017-05-20,",",",",PUNCT,",",",_PUNCT"
37,2017-05-20,women,woman,NOUN,NNS,woman_NOUN
37,2017-05-20,who,who,PRON,WP,who_PRON
37,2017-05-20,have,have,AUX,VBP,have_AUX
37,2017-05-20,served,serve,VERB,VBN,serve_VERB
37,2017-05-20,",",",",PUNCT,",",",_PUNCT"
37,2017-05-20,and,and,CCONJ,CC,and_CCONJ
37,2017-05-20,continue,continue,VERB,VBP,continue_VERB
37,2017-05-20,to,to,PART,TO,to_PART
37,2017-05-20,serve,serve,VERB,VB,serve_VERB
37,2017-05-20,the,the,DET,DT,the_DET
37,2017-05-20,United,Unite,VERB,NNP,Unite_VERB
37,2017-05-20,States,State,PROPN,NNPS,State_PROPN
37,2017-05-20,-,-,PUNCT,",",-_PUNCT
37,2017-05-20,our,our,PRON,PRP$,our_PRON
37,2017-05-20,true,true,ADJ,JJ,true_ADJ
37,2017-05-20,HEROES,heroes,NOUN,NNS,heroes_NOUN
37,2017-05-20,...,...,PUNCT,.,..._PUNCT
37,2017-05-20,https://t.co/ZTV9F639xM,https://t.co/ZTV9F639xM,PROPN,ADD,https://t.co/ZTV9F639xM_PROPN
38,2020-08-20,THANK,thank,VERB,VBP,thank_VERB
38,2020-08-20,YOU,you,PRON,PRP,you_PRON
38,2020-08-20,PENNSYLVANIA,PENNSYLVANIA,PROPN,NNP,PENNSYLVANIA_PROPN
38,2020-08-20,!,!,PUNCT,.,!_PUNCT
38,2020-08-20,#MAGA,#MAGA,PROPN,ADD,#MAGA_PROPN
38,2020-08-20,https://t.co/5BfdRyDD6a,https://t.co/5BfdRyDD6a,PROPN,ADD,https://t.co/5BfdRyDD6a_PROPN
39,2020-06-11,THOSE,those,PRON,DT,those_PRON
39,2020-06-11,THAT,that,PRON,DT,that_PRON
39,2020-06-11,DENY,deny,VERB,VBP,deny_VERB
39,2020-06-11,THEIR,there,PRON,PRP$,there_PRON
39,2020-06-11,HISTORY,history,NOUN,NN,history_NOUN
39,2020-06-11,ARE,be,AUX,VBP,be_AUX
39,2020-06-11,DOOMED,doomed,ADJ,JJ,doomed_ADJ
39,2020-06-11,TO,to,PART,TO,to_PART
39,2020-06-11,REPEAT,repeat,VERB,VB,repeat_VERB
39,2020-06-11,IT,it,PRON,PRP,it_PRON
39,2020-06-11,!,!,PUNCT,.,!_PUNCT
40,2011-09-12,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,PROPN,ADD,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/_PROPN
41,2019-11-13,RT,RT,PROPN,NNP,RT_PROPN
41,2019-11-13,@,@,ADP,IN,@_ADP
41,2019-11-13,IvankaTrump,IvankaTrump,PROPN,NNP,IvankaTrump_PROPN
41,2019-11-13,:,:,PUNCT,:,:_PUNCT
41,2019-11-13,It,it,PRON,PRP,it_PRON
41,2019-11-13,is,be,AUX,VBZ,be_AUX
